Username,Address,Rating,Comment
Dirk W,Japanese Bridge,4,"This is a very iconic site, linking 2 parts of Hoi An's ancient town. I am a little confused, because on one occasion we were asked to buy a ticket to cross it, the next times not."
David,Japanese Bridge,4,Historically noteworthy feature. Built by the Japanese in the C17th. An interesting Hoi An site. Worth a stop while you are in the area. Therr are some photos on the wall which show how the bridge has endured over the last century in tact.
david,Japanese Bridge,4,Nice historical site. It is free to enter. Now not many tourists due to Covid. Which is so refreshing. So it is easy to explore.
omega132857,Japanese Bridge,4,"great story behind this bridge After being out earlier to visit the Champa Kingdom, we returned back to our hotel, then on for a tour in the afternoon of Hoi An. We saw the Japanese Covered Bridge. It was very busy during the afternoon, but it moves fast. This bridge was constructed 400 years ago to symbolize peace between the Japanese and Chinese communities."
Beth Hodgkinson,Japanese Bridge,4,Visited the beauty spot in the Old Town early in order to avoid the crowd. The bridge is pretty with great Japanese architecture. A must visit whilst in Hoi An.
amanda5805,Japanese Bridge,4,"Good Photo Op, lots of history The Japanese Covered Bridge was constructed in the 16th century by the Japanese community in Hoi An. It connected the Japanese quarter to the Chinese quarter. The bridge symbolized peace between the two communities. It has been restored many times over the years and no long has the original Japanese architecture. It now reflects Vietnamese architecture. There is a small shire inside the bridge. There is also statues of a dog and a monkey on opposing sides of the bridge. It is lovely to look at. One of your tickets will allow you to cross one way. If you wish to cross twice it will use two tickets. It is a beautiful bridge but most of its beauty is looking at it from the road or other free bridge a few feet away in front of it. I personally wouldn’t use one of my tickets to cross it. It is small and was very crowded plus everyone wants the same picture inside and out front. Don't forget to purchase your ticket before heading to a this stop at the Old Town Booth. The tickets includes 5 entrance fees. You have 24 hours from time of purchase to use them. It cost 120,000VND (around $7.10CAD). There are 21 sightseeing to choose from."
skyisblu,Japanese Bridge,4,"Beautiful architecture - window into the past Start attraction of Hoi An Old Town, the covered bridge seems to be what every person in town flocks to during their visit of the historical building. Part of the Old Town Entry fee, this site counts for one of the 5 locations you can visit on one ticket. Inside, the main bridge is beautiful with the view out the front towards the water lovely, but the glorious painting on the ceiling being the most impressive. Toward the back of the bridge, there is a room that was once the location of a shrine, but now contains historical photographs of Hoi An and the bridge. There is also man who sells Chinese zodiac medallions. One thing of note: the east entrance of the bridge is manned by attendants, punching your Hoi An Old Town ticket. The west entrance next to the Old Phung Hung House, does not(or did not on the day we visited - take that as you will)."
Gmglcfc,Japanese Bridge,4,One good thing about being in Hoi An during the coronavirus outbreak was the much reduced number of visitors fact you could manage a photo of this attractive bridge with no people in it !
Lucy,Japanese Bridge,4,"Beautiful arcitecture This bridge is very beautiful and the information about it is really interesting. The only thing is it is very busy with tourists so if you'd like ot get a good photo you will have to wait a while. We also didn't realise that you needed to pay for a ticket to go on the bridge, however it doesn't cost that much. I'd say it was the best historical thing to visit whilst in Hoi An."
Craig E,Japanese Bridge,4,Lovely little detailed bridge in the heart of Hoi An. The story behind the dog and monkey statues on the bridge is interesting. Worth a quick visit if in Hoi An.
Joel K,Japanese Bridge,4,Quaint historic bridge in Hoi An Ancient Town A nice looking bridge over one of many of the canals in Hoi An. This bridge has both historical and cultural importance both to the Japanese and Vietnamese. Leads off into a nice quieter section of the ancient town.
RG02,Japanese Bridge,4,"Interesting architecture spoilt by the ‘poseurs’ An interesting site in the old town, it’s just a shame that the ‘poseurs’ are there for a long time trying to get the perfect picture with them centre stage, which spoils it for the majority."
isayqc,Japanese Bridge,4,Didn't bother to go inside..the outside is already enough for us. This is the super mini version famous pedestrian bridge in Luzern.
Steve S,Japanese Bridge,4,Historic 18th Century Bridge Interesting historic and picturesque 18th century bridge..... looks great lit up in the evening for pictures.
NswAustraliaDidi,Japanese Bridge,4,"I love the view of the Japanese bridge from the little bridge near the river, it is just beautiful of a night. When one thinks that it was built over 400 years ago and all the people who have walked across it and continue to do so makes it very special."
DoctorDerm1,Japanese Bridge,4,"See it for the history This historic bridge was built by the Japanese to be closer to the Chinese side of the city. It was built in the year of the dog and finished in the year of the monkey, so be sure to see the dogs on one side and the monkey statues on the other side. Interesting from the historic aspect since about 400 years old!"
alanbently64,Japanese Bridge,4,This is a small historic covered bridge built to link the Japanese community into the town centre. It is definitely worth a visit. It is free.
976Louise,Japanese Bridge,4,Lovely view of the bridge making a very picturesque setting for taking pictures. Just back from the Bon River in the old town.
Robert L,Japanese Bridge,4,Interesting if you are close by Little museum type place on bridge At the end of a main shopping street and by the river
Chris Barr,Japanese Bridge,4,We were only in Hoi An for a day and tried to cram everything in. This old bridge has been well looked after and is so busy you think it might be damaged with all the visitors. It is a very popular spot to take photos so be prepared to wait a bit.
Jesus V F H,Japanese Bridge,4,Pretty simple to be honest. It's way better to visit it during the night also. During the day is way too crowded.
Travellotto,Japanese Bridge,4,"Nice spot to visit along the way while walking in Hoi An. Better at sunset for beautiful pictures, you can’t miss in the small beautiful lantern city of Hoi An"
Dan W,Japanese Bridge,4,"A major attraction in Vietnam, especially for Hoi An, both locals and tourists. The bridge dates back to the 18th century and enjoys a very cool historical provenance. Be sure to take the time and walk to the end of the main thorough fare of Hoi Sn and check out this pretty cool bridge."
MartijnVlaming,Japanese Bridge,4,Just a nice bridge on the way thrue old hoi an. Very old and a short story hangs inside the little covered bridge where it comes from etc.
K&M rates plates,Japanese Bridge,4,"Nice little bridge in the heart of hoi an, make sure you go inside to see some interesting artefacts. Great photo opportunities out the front too."
CarSteHolden,Japanese Bridge,4,Pretty old wooden bridge. Has a little temple inside. Be prepared for crowds which makes taking photos difficult.
Jane,Japanese Bridge,4,well worth a visit . Our guide with Tripadeal did not highlight it for us but should have Good directions to it would have helped
TMOH8,Japanese Bridge,4,Interesting historic building If you visit Hoi An you'll no doubt cross this bridge many times. It's visually interesting and there's a small display of its history and an alter. Only takes ten minutes to look around but worth it.
Paul S,Japanese Bridge,4,Interesting Japanese bridge Unusual structure of Japanese influence which spans a narrow canal. It has a small shrine within it. Well worth visiting.
RachelP,Japanese Bridge,4,Looks like something off a film set. Worth a look and walk over if only to get to the other side. Nothing more to say really.
Denise J,Japanese Bridge,4,The best view was at night from a parallel bridge. Don't cross too often; a tear is made in your historic pass each time
Marco M,Japanese Bridge,4,"Lovely little bridge, somewhat a must see when in Hoi an. Definitely a part of your visit - perhaps I would pick that before the pagodas."
Laura J,Japanese Bridge,4,The bridge is impressive and looks fantastic. Trying to get a photo without hoardes of people in it is virtually impossible. To cross the bridge you do need a ticket and these can be bought from several huts across the Old Town.
betteskid,Japanese Bridge,4,"Lived up to advanced billing - worth a visit I had read about the Japanese Bridge and seen pictures and was glad to visit in person. It is an interesting area in Hoi An, right near the river, with lots of restaurants and shops. I would definitely walk over here when you are in the area."
Deepak DB,Japanese Bridge,4,"Of the many attraction in Hoi An, this one requires one to buy a Attractions Ticket which covers this one and few other museums and temples in the heritage town. We came to know of this later hence couldn't get past the entrance. However the bridge looks lovely from outside. Inside there were a lot of tourist hence plan you trip well to account for the rush. Must visit place for Instagrammers."
Chris S,Japanese Bridge,4,This is a lovely covered bridge with a tonne of character to it and very much worthwhile visiting. It’s well known so quite busy (even busier than normal as it was raining heavily and provided great shelter).
Raymond T,Japanese Bridge,4,A Simple Short Historical Walk It's a short bridge but full of history. Best to have a tour guide to explain the history of the Japanese bridge and a Chinese temple just behind bridge which could be acces inside the bridge.
TMRoot,Japanese Bridge,4,Amazing detail and architecture. When we were there it was very crowded so we didn't enjoy all of its beauty.
Jane M,Japanese Bridge,4,"Hoi An was a wonderful place to visit. The old center and the beaches. Everything to enjoy. Colourful, friendly, nice food, lots to see and not too big. One of my favorite places"
Lauren,Japanese Bridge,4,"Almost impossible to see by day due to the sheer number of tourists crowding the area. However, much quieter by night and very atmospheric with the scenic lighting."
sailtek22,Japanese Bridge,4,Small town and market Great for site seeing It was very busy when we went as it was close to the far East New year. But the buildings are amazing and very nice to see the old style housing. The market is very big and has a large selection of authentic things to buy as well as copy brands. The Japanese bridge is very nice to see and go through with a little museum in the middle to look at. Well worth a trip to the area.
Patrick O,Japanese Bridge,4,Usually packed with tourists. It’s very difficult to get a good photo. Try going on a smaller bridge adjacent to this place. The bridge features on the banknotes of Vietnam.
Daria G,Japanese Bridge,4,A very well preserved bridge with a small temple inside. There are signs in English with explanations. Very hard to visit due to overwhelmingly large crowds of tourists.
Saie Lapazi,Japanese Bridge,4,A favourite of everyone visiting Hoi An this 400 year old bridge is at times very crowded. I suggest waiting and taking your time to appreciate this old bridge. Especially if you want a good photo with out 100 other people crowding the shot.
S-Plissken,Japanese Bridge,4,A beautiful piece of Japanese style bridge in this touristic city. Is one of the few peace of old town attractions in this part of Vietnam.
Dr. Issa Abu-Dayyeh,Japanese Bridge,4,"Interesting bridge but too crowded to enjoy Nice Japanese-style beige overlooking Hoi An’s river. Needs a ticket for entry, but quite nice to see. This is the only covered bridge in the world to host a Buddhist temple inside. So if you are into checking boxes, good place to visit. The bridge leads to a long street with several shops and street stands. Decent visit, if you have time to kill in the city."
epruuu,Japanese Bridge,4,The old wooden bridge makes contribution to the cities nostalgic atmosphere. It looks very nice especially at night.
Denise B,Japanese Bridge,4,"Centrally located in the old part of town, beautifully ancient and worth a look, a pretty pic opportunity, very busy."
Tas G,Japanese Bridge,4,The bridge is almost at the beginning of Hoi An city right in front of the river and is mostly a busy and crowded place but still there are times of the day that you can enjoy it and take photos without being disturbed. Better visit it during day or early in the morning. It is a great old structure that travels you to the past.
Sunspotter2016,Japanese Bridge,4,All part of being a tourist and walking the alley with the souvenirs and coffee shops. Crowded but fun.
Dennis Kwan,Japanese Bridge,4,Japanese covered bridge People were living in this streets and they start to build and resurrect this bridge. Many interesting stories when you come here... Remember to purchase tickets when you during to this bridge.
Hlmilk3,Japanese Bridge,4,need ticket to cross the bridge but nothing much to see... the shops across the bridge are pretty much similar to the ones outside. maybe can consider saving the ticket else where. unless u want to take picture on the bridge itself
Koloblicin,Japanese Bridge,4,"Visit as part of the walking route Would be useful to have a guide to explain the history of the bridge and the significance of it to Hoi An. You would need a ticket to enter the bridge, which I think it is a bit wasteful. The bridge at night looks a lot better."
Fernando,Japanese Bridge,4,Blend of styles - Chinese and Japanese More interesting is the story behind why the bridge was built. Temple inside takes you back in time and wonder how locals lived and what they believed. Very busy so expect big crowds.
Reeds-Away,Japanese Bridge,4,"Some of our party thought the bridge was brilliant, others couldn't see why we wasted one of our 5 visitor tickets to walk over. The view was better from the outside. So, a split review. You will just have to decide for yourself."
Brad R,Japanese Bridge,4,"Interesting, but not spectacular Shame that you are supposed to pay to access this bridge. Structure is interesting as is the temple in the middle. Great landmark from which to get your bearings. This is almost the easiest way to get to the old town and the waterfront shops and restaurants. Best seen at night in conjunction with the lanterns."
Chris B,Japanese Bridge,4,"A well preserved piece of history in the old town. Extremely popular venue and a must see if visiting Hoi An, don’t pay the toll go to the opposite sid elf the village and walk back through, no drama."
RoadTripRoger,Japanese Bridge,4,Beautifully maintained landmark Focal point of the old town Hoi An scene. Pleasant area for noshing and shopping. Easily reached from Da Nang.
Joy S,Japanese Bridge,4,The bridge was shorter than I thought but a great way to get across the river (of course). On the other side there were masses of people. I was there on Tuesday December 3rd. I did not end up paying anything.
JrnyJunkie,Japanese Bridge,4,Very interesting temple on the bridge. This is a very old bridge with a temple located on the bridge and monkey statues on both ends. The bridge from the exterior also makes for some lovely photos.
Khoa N,Japanese Bridge,4,well worth a trip to Hoi An The Japenese bridge was a nice little bridge to see while walking through the town
DanielfromTremblant,Japanese Bridge,4,Looks better at night. Historically important but visually blah. Need a UNESCO heritage sights ticket to go in and cross to the other side of the canal.
Steve_of_N21,Japanese Bridge,4,A famous landmark of the Hoi An Old Town It’s small and has a small museum inside that you have to pay to take a look at and no doubt you will at some point come across it and take that Photo opportunity. But as others have said not really worth making a special trip for.
Mcneilco,Japanese Bridge,4,Easy to find as per the map and something to simply walk by and get a photo of. Well worth finding and stopping for the photo.
Tiana,Japanese Bridge,4,"Pretty but don’t go out of your way The bridge itself is beautiful to look at but after that it’s over. The bridge is right in old town so it’s worth a visit to then explore the surrounding area, but the bridge itself is rather small."
Swisscosmopolit,Japanese Bridge,4,"Just a must see, but not very impressive Sure, the ancient architecture is always interesting to see, but compared to the fascination of the old town of Hoi An, the Japanese Bridge is not outstanding at all. During sightseeing you will get here, so visit it anyway"
SeanRafter,Japanese Bridge,4,"An intriguing structure in Hoi An, a wonder to see and explore with anti-rooms with old photos, and historical documentation. Take the time to see and photograph this bridge."
John,Japanese Bridge,4,This is truly a great centre of attraction so watch out for large groups. Let then pass and then have relative peace to explore. A great attraction which needs peace to explore
GuiWong,Japanese Bridge,4,Take the time to stop and read the signs. Lots of interesting facts and great photos opportunities. This bridge has significant historical context and should not be missed.
Ian W,Japanese Bridge,4,"We visited the old town and purchased a ticket which enabled us to cross the bridge and enter a couple of other attractions. Was it worth 120,000vnd each, we thought so. Vietnam doesn't have a lot of taxes and without tourists paying these fees the Old Town would end up a derelict looking place that no one would visit. Don't be a cheap skate, pay the money and enjoy your visit. Vietnam is cheap enough."
extravelagent,Japanese Bridge,4,"It's on the highlights list, might as well go Nice but a little crowded- it’s “the thing” to see in Hoi An and while it’s nice, way too many people. For the best pictures walk down the sides and take the pictures from the outside by the river. Tons of tour groups that go back and forth; expect some bumping and shoving. This is one of the ""attractions"" that you are supposed to have a ticket for, but we were never asked and we went over the bridge 3 times. You can't miss it if you are walking around the old quarter. Worth a picture stop I guess."
deon hug,Japanese Bridge,4,"interesting link between cultures built to facilitate trade between japanese on one side and rest on the other, it has somehow retained the feeling of yesteryear without sentimentality or fake splendour. honest, wooden, with a splash of sanctity."
Brad M,Japanese Bridge,4,Nice little piece of Vietnamese / Japanese history. Read a little bit before going you will appreciate it more then looking at a bridge. Gets pretty busy with tourist and tours just have to pick the right time when everyone is eating or going home to the hotels to get a great picture.
Valery Belyanin,Japanese Bridge,4,"Worth seeing, not necessarily from iside You need a ticket to walk through it. But you can also watch it from a short distance from another bridge"
Dan Rose,Japanese Bridge,4,This is a great photo opportunity. There is a small charge to cross the bridge. There are bridges close by where no charge is made
Rob B,Japanese Bridge,4,Worth a visit to see this wooden bridge but try to get there in the morning as it is overrun with tourists by 11:30am and you will see nothing.
Jimcheng222,Japanese Bridge,4,"It's a nice bridge, just that what you see in pictures, that's it. A lot of people including us taking pictures there since it is a must see."
KZ B,Japanese Bridge,4,Interesting & well preserved Ornate roof carvings and relatively plain on the inside. The little shrine/pagoda in the middle is interesting
Jason K,Japanese Bridge,4,"Part of the local history Steeped in local history, you simply cannot go to Hoi An without visiting the Japanese Covered Bridge. Not prohibitively priced and centrally located."
roin802,Japanese Bridge,4,Unique piece of history of Hoian. Better to go with a guide to complete the history. Nice inside to see the Chinese zodiac and buy lucky coins for the kids according their animal year.
May,Japanese Bridge,4,Japanese covered bridge The bridge is built during WW2 the Japanese invasion. The bridge is still preserved well. It is located at Hoi An ancient town. There is a fee collected for tourist to walk on it. Pretty lovely place to visit during the day or evening.
Wingfield73,Japanese Bridge,4,Surprising and delightful This bridge is unexpected in a city where most of the cultural influences are either Vietnamese or Chinese and was built by a small Japanese community settled in that part of the city and still adding their own contributions to Hoi An's cultural mix. Rather sadly the river under the bridge is dirty and smelly!
Fazal Mahmud Roni,Japanese Bridge,4,"Small Historic Bridge at Hoi An The bridge is almost at the end of ancient town. Its small but it kept Japanese and other people separated during 18th century. You can talk a walk, or hire bicycle or cyclo to visit this one of the iconic place of this unesco heritage site. To enter the bridge and go other side you need to buy ticket."
Andrew P,Japanese Bridge,4,"Whilst there is not a lot to see, please remember it costs about £3 to visit 5 attractions or places of interest. Interesting old structure with quite a bit of history attached. It will only take a few minutes so why not?"
George Potter,Japanese Bridge,4,"Beautiful place located in the ancient town of Hoi An. You will find it just by watching the massive amount of people taking pictures and crossing it, specially during the evening. Nice place, overcrowded."
188petere,Japanese Bridge,4,"A short 18th century old bridge in the old town spanning a canal/drain near the river. Was very busy & hard to access due to the number of tourists milling around. Very easy to get to, photograph but is very quick to visit. Ok but nothing special."
Kristina B,Japanese Bridge,4,"Amazing architechure, but to crowded and busy. Do not forget to buy a ticket if you want to walk over the Japanese Bridget and not just take pictures."
Ryo,Japanese Bridge,4,"Mildly Accessible Site This is a nice, picturesque spot. Like all old wooden bridges, it’s got that romantic feel to it. It’s limited in terms of things to do if you’re on a wheelchair, since the room in the middle is a tad impossible to get to with a powered wheelchair. Maybe with a little elbow grease and volunteers, manual wheelchairs might be able to pass through it. The entrances to the bridge is blocked off with wooden gates, but it’s easy to move/lift to let wheelchairs through. Just be careful not to get splinters, pretty sure tetanus is still a thing. Oh, and the bridge as standalone is open for anyone to use. The ticket is for the room in the middle, I think."
RA,Japanese Bridge,4,Travelling with large group - visited one of Hoi An's sightseeing spots ! A lovely meander through old town markets - Photo opportunity....
Lynn M,Japanese Bridge,4,Really picturesque place to visit but the ticket collectors were on the abrupt side. Still worth a visit.
andyhum,Japanese Bridge,4,"Interesting area and Bridge to visit. The bridge is in very good condition and has some very interesting history, we loved walking around this area."
Paul M,Japanese Bridge,4,"Go EARLY or suffer the tourist crowds, and don't fall in that water. Then follow the water away from the river for 5 minutes to see more authentic local living around the water storage area"
souLondon_england,Japanese Bridge,4,Beautiful bridge in the heart of town If you are visiting the old town then you can not really miss the historical Japanese Bridge. Just follow the river road from the market with the river on your left and you will come to it. An extremely popular place for tourists to take photographs. Avoid the crowds and visit the whole area in the morning as the after lunch Chinese coach tours descend on mass in the afternoon.
Kael P,Japanese Bridge,4,"Picturesque bridge - but busy The bridge itself is very pretty, and has great historical value, being built by the Japanese. I found the best view was from the outside, inside the bridge was extremely busy with many tourists attempting to take selfies/photos."
Londoneratlarge,Japanese Bridge,4,"nice place to wander past, lights up beautifully at night. I think you can go inside it to pray, but its lovely to photograph"
Cinda10,Japanese Bridge,4,This ancient bridge is situated in the old city. The architecture is very unique and beautiful. You can walk across and examine the inside more closely for a small fee. It is also beautiful to see at night because they light it.
T.C. L,Japanese Bridge,4,One of the most iconic landmarks in the old town and a must see for visitors to stop and take photos. It is very much in the centre of the town and one will surely walk pass it while exploring the area.
Zindabaad,Japanese Bridge,4,Quick Dash over the Bridge Just a quick detour whilst visiting old town. You have to purchase a ticket. It’s just good to see the old way people connected two areas. Won’t take more than 10 mins but worth the stop.
Steve W,Japanese Bridge,4,"An impressive icon of the city's old town is it's covered Japanese Bridge, dating to the 16th-17th century. Be patient, wait for the crowds to pass by and you will grab a good photo without the selfie army hanging off the side."
rexyrexy,Japanese Bridge,4,"We were there on Saturday morning, it's already quite busy. We did came back the following day just to have a look around again and it's very busy. So we just passed and look from the other side. It's nice though."
keett712,Japanese Bridge,4,This Japanese covered bridge brings significance in the history of Vietnam and do take a walk across this quaint bridge. There is even a small temple inside the very short bridge. Very quaint and full of history. Do both the night and day visit as they are both worth the walk which also links to ancient town
Clive R,Japanese Bridge,4,"Not really an attraction since you're gonna walk through it if your in the area without even trying. It's on a bank note though, so be sure to grab the essential travel photo holding the note next to the real thing."
Paull A,Japanese Bridge,4,"My little trip to Hoi An This is a small bridge to set the correct expectations, but there is a significant contrast to the buildings and shops either side of this bridge. I was quite impressed in the newer Japanese side where it was definitely more creative with more galleries to view."
Jim,Japanese Bridge,4,"I’m actually not sure if the story on this bridge as there were no English plaques anywhere. However, it’s a cool old bridge that looks very old."
Matthew P,Japanese Bridge,4,Great architecture and associated history but a little over crowded to be able to really enjoy the location. That said and done I wouldn't have missed this historical piece of construction given the chance to do it again.
Sinnepin,Japanese Bridge,4,"Really Japanese, these bridge If you visit this bridge you will already encounter an enormous crowds on the way there. To be able to cross the bridge you must have already bought your city pass for the old city. With this pass you can visit five sights in ancient town. If you would like a photo of the bridge, take it from the Japanese side, because it is a lot quieter on that side."
Bert66,Japanese Bridge,4,"Worth a look as you wander the old town. An interesting piece of architecture which is popular for photos. Not that exciting overall but on the tourist loop. If you like history, photography and architecture make sure you see Precious Heritage by Rehahn and then seek out The Quiet American cafe/bar as well - the latter is a bit hard to find - don't be distracted by the name it's a stunning building with an interesting history and very photo worthy."
Kinnar K,Japanese Bridge,4,"Japanese Bridge @ Ancient Town Hoi An The Japanese Bridge is the only covered bridge in the world to house a Buddhist temple, and was built in the 16th century as a symbol of goodwill between Chinese and Japanese merchant communities. Unlike most other buildings in the old town, which are decorated according to flamboyant Chinese and Vietnamese architectural styles, the Bridge has retained a distinctively Japanese character, with subdued ornamentation and references to Japanese history. Best time to visit is early morning between 5.30 am to 8.30 am if you fancy pics without any people in foreground."
Patrick D,Japanese Bridge,4,"Japanese Covered Bridge The Japanese bridge (Chùa Cầu ) is the most famous monument of Hoi An. The Japanese covered bridge , built in the 1590s by the Japanese community of Hoi An, to create a link with Chinese neighborhoods on the other side of the river, is a fine example of Japanese architecture. time. Over the centuries, the ornamentation of the bridge has remained relatively faithful to the original Japanese design. The French have leveled the road to make it more suited to their motor vehicles, but the original arched shape was restored during the major refurbishment work done in 1986. The bridge, recognized as a relic national cultural and historical site in 1990, is the symbol of the city. For those who stay in Hoi An, the best time to visit is very early in the morning because there is nobody. .."
Dazza Lowe,Japanese Bridge,4,Quaint little bridge built many years ago. Highlights the vast cultural changes that the region has experienced.
milla1101,Japanese Bridge,4,"A lovely landmark to see, however if you want to see it in all its beauty, visit during the day when tourists are at a minimal and not at night when it is overcrowded and full of tourists!"
Kim Leeh brothers,Japanese Bridge,4,"Unique Japanese Architecture! We are going along with our central trip of Vietnam, the J. Bridge such an historical at architecture rarely left in this ancient town. Although missing out the morning view but still catching the evening time of the J Bridge. It says why tourist attractions here . It cost you 120k ~ $6 for each visitor ! So far so good Hoian !"
DragonR888,Japanese Bridge,4,Lovely old bridge between Chinese and Japanese sections of the old Town. The bridge is most often (and best) photographed from the river road. If you get too close you can't really get it all in a picture. And photography on the bridge isn't really anything special. It's worth crossing the bridge to the old Japanese side because it's much less crowded there and even feels cooler on those hot afternoons.
Slk T,Japanese Bridge,4,"We stopped by to see the Japanese Bridge. It’s perfectly situated in the Old Town. Once you’re there, take some pictures before you pay for the ticket to walk across the bridge."
Pob-Bob,Japanese Bridge,4,"There is no need to use one of your 'tourist tickets' just to cross the bridge and see the small statues at either end, just if you choose to go into the side room (not worth a ticket). Obviously a photo spot, and an interesting part of the history of relations between Hoi An and Japan."
Stephen B,Japanese Bridge,4,Was worth a look on the way to the night market and wondering around the old town shops and eateries
Stanley Aloysius,Japanese Bridge,4,Old architecture and a good spot for a photo shot. You can stroll to this bridge within the Ancient City. There are many cafes and restaurants in the vicinity of the bridge
haplo89,Japanese Bridge,4,Just a covered bridge This covered bridge was nothing special. Some of the pictures you may find of it are from festivals or other special occasions.
MichaelChew,Japanese Bridge,4,"An ancient covered bridge spanning a small tributary of the river, flanked by a pair of carved dogs at one end and carved monkeys at the other. Historically built by the Japanese but renovated numerous times. This is a symbol of the old town. One needs to get tickets to get into the old town to visit the various sites, but this lasts for a week, so it is worthwhile."
RoBe,Japanese Bridge,4,"The Japanese Covered Bridge is the perfect symbol of the cultural mixture that became Hoi An. As a main entrance to Old Town, the bridge handles a lot of foot travel. Guarded at either end by monkey and dog gods, in the center of the bridge is a small pagoda. One side of the bridge is covered by the walls of the pagoda; so, only the riverside of the bridge provides a glimpse of the beautiful carving done by the Japanese traders when they created the bridge. The pagoda contains excellent photographs of earlier times in Hoi An. The late afternoon is the best time to photograph the outside of the bridge."
Lorraine M,Japanese Bridge,4,"Enjoyed the bridge and also the cool and shaded shopping street beyond. Loved being able to browse the shops without being hassled to buy. The little temple on the bridge in interesting. Very crowded, but it was a holiday."
Bumblebee1977,Japanese Bridge,4,I visited the bridge during the day and didn’t find it be that impressive however another evening when I visited with friends it was far more impressive in its setting - surrounded by lit lanterns and candles which made it worth the visit.
Ramesh,Japanese Bridge,4,Nic and looking beautiful so many crowded areas people are click photo Nice palace in hoian Japanese birch
Kenneth_Pedersen,Japanese Bridge,4,"Japanese Covered Bridge The Japanese Covered Bridge is a must see, when you visit Hoi An. It is a pretty place to visit both day and nighttime."
Leonieb598,Japanese Bridge,4,"Although crowded when we went, the other couples agreed it was amazing to walk across this bridge. A must see if you ever visit Hoi An"
RosieDais,Japanese Bridge,4,Worth seeing if you are in the area. Interesting historical story associated with this bridge. Situated close to all other attractions in the old town.
FredYin,Japanese Bridge,4,"I didn’t know the Japanese had a long history here Was a surprise to me that there were communities of Japanese merchants from hundreds of years ago. Enjoyed the sight, worth a visit for sure."
melbviccath,Japanese Bridge,4,A Shady spot at the end of the markets very unusual and interesting. Great photo op and views from the bridge.
Tambonz,Japanese Bridge,4,It's a bridge... They charge you to cross it. It's a bridge... Pretty nice but also pretty short!!
Bulbul,Japanese Bridge,4,"Bridge synonymous with Hoi An It is a landmark attraction in the town. It was made by the Japanese in 18th Century as a way to reach the Chinese quarter across the water. The Japanese architecture still remains intact. Today, the bridge has become synonymous with Hoi An. When entering from either side of the bridge, you will see dog and monkey statues on both sides believed to guard the bridge. There is a small temple on the bridge dedicated to the God of Weather, Tran Vo Bac De. The people pray here to fend off any approaching disaster. When you walk on the bridge, you can feel the vibrations as if it is going to break now…but, the historical piece remains intact. You need to show the entrance ticket when you enter the bridge. They cut one part (implying one attraction) from the main ticket."
BradfordSeward,Japanese Bridge,4,Japanese Covered Bridge in Hoi An This is a pretty attractive piece of architecture in Hoi An's touristy yet very charming old Town area. There are plenty of scenic spots nearby and walking along the river in the evening was very pleasant.
kappy r,Japanese Bridge,4,Mate it’s a beautifully constructed historical monument which connects two pieces of land which are divided by a body of water.
Jean-Marie G,Japanese Bridge,4,A part of Vietnamese history The Japanese bridge dates back to the 18th century built to reach the Chinese quarter on the other side of the river. The bridge is guarded by 2 dog statues at one end and 2 monkey statues at the other. It's not the greatest attraction but it's fun to walk across the small covered bridge just to say you did it.
Puterikaypee,Japanese Bridge,4,"Significant and sturdy This small ancient, historical bridge is the attraction in the Hoi An Old Quarter. One has to pay to cross but I just viewed it and took photos from the exterior. However, something should be done about the stench from the river! It needs a good cleaning..."
Extreme-traveler101,Japanese Bridge,4,Great piece of history You will be charged to cross. It is always super busy but definitely a great piece of history. You can see it for free but staying outside of it.
Pete V,Japanese Bridge,4,"Not “a bridge too expensive” Cost to see 5 old town sites including this sweet little bridge (using tickets bought a few metres away) is 120,000 i.e. £4 (80 pence per site). Not sure what price Geno from Michigan paid... There’s not all that much to see, but I got my 80 pence worth."
coralhill,Japanese Bridge,4,Historically significant bridge You couldn’t possibly come to the ancient town in Hoi An and miss the Japanese bridge. It’s lovely to walk across and also to view from the side. The bridge is smaller than I expected but it is an important landmark so I recommend you do not miss it because it is very beautiful.
14raj,Japanese Bridge,4,Don't know if there is any time of day when there are less people here. Possibly early morning. It still is a very nice attraction.
Råw B,Japanese Bridge,4,A lot of people used to visit here who are in hoi An it's good place to visit and have some photo and a lot of fun recommend for everyone
Jacqueline C,Japanese Bridge,4,"Interesting and unexpected A small covered bridge in the centre of the old town was one of the five attractions we visited, not a lot to see but the history of the structure has to be admired"
Chris Gould,Japanese Bridge,4,Nice to see and find out the history of the bridge. In fact the history of Vietnam itself is both fasinating. Looks nice at night time all lit up. Well worth a visit to the riverside in the evening
Polo_and_Marco,Japanese Bridge,4,Crown jewel of Hoi An The Japanese bridge is the sight to see. Depending on the time of day it can be busy. You can cross it and visit the wee rooms on the bridge with old photos of the bridge in the past. It is one of the ticketed sights in Hoi An.
Katie T,Japanese Bridge,4,Good if you’re passing by to take a few quick snaps! Blends in well with the environment. Wouldn’t go out of my way to come see this but then I am not an avid lover of ancient architecture
Polisgirl,Japanese Bridge,4,We visited while wandering around the old town. We got some great photos but didn't go inside as we felt our cultural tickets could be put to good use. A must see but not to spend a lot of time at.
Lin0515,Japanese Bridge,4,"Charming but really crowded When we visited, the bridge was full of tourists--too many to get a decent photo or enjou the bridge. Cross the next pedestrian bridge over the canal and take your photos of the bridge from there."
