Username,Address,Rating,Comment
Hue Dinh,Temple Of Literature,1,"The national monument but the entrance fee is too high. Compared to the monuments in the south like Cu Chi, Independence Palace is less than 50k. The preservation is not good, too noisy, visitors are blocked by students taking pictures, …"
Fabio,Temple Of Literature,1,"It's okay, but it's not worth 70,000 dong. But you pay it anyway, because what else is there to do in this city?"
Nam Đinh Công,Temple Of Literature,1,Obviously bought a tram ticket and waited for almost 1 hour but no bus picked up. got carsick but took a car. complained but they didn't accept. during peak hours at 2am asked for a charging car
Djeus Wong,Temple Of Literature,1,Didn’t get in because we were in SHORTS and one of us with sleeveless…🤷🏻‍♂️ Saved our pennies for ice cream and iced coffee instead. Lol. …
aspa18,Temple Of Literature,1,"Just a heads-up—no card payments are accepted here, only cash. I wasn’t aware beforehand and had to walk 15 minutes to find an ATM, after already walking over two hours in the heat. It was really inconvenient, and in the end, I gave up and went back to my hotel. It would be great if they offered more payment options or at least had a nearby ATM."
Nguyen Tung Chi,Temple Of Literature,1,"My friend and I went to get calligraphy for the New Year, and we had a terrible experience with the paper seller (he was quite old). We were queuing, and two other people were already choosing paper. The seller became annoyed because the paper they were looking at wasn't of satisfactory quality – it was smudged with glue and ink. I didn't say anything, I just stood there watching, and he said, ""Give me the money."" I asked him the price. He replied, ""200k, give me the money quickly. Higher price means better paper, why would you take inferior paper?"" Then I chose some, but the paper was exactly the same as the other two. Two women sitting behind him were also arguing with him, saying things like, ""If you want good paper, bring it here for 1 million VND,"" and ""If there are creases after folding it, you'll have to pay for it."" His tone was incredibly unpleasant. I'm not overly picky, but the paper had a lot of glue smudges, so I wanted to exchange it. When I exchanged it for another sheet, it had yellow ink dots everywhere (not the kind with the dragon design). The man said if I didn't like it, I should return the money and not make a fuss. The second time, after failing to choose the right paper, I received my money back. I can confirm that the issues I'm concerned about are true. I hope the monument management will consider and pay attention to the visitor experience to address these issues. February 4th, 2025, a little after 12 noon."
Shrusti,Temple Of Literature,1,"Very crowded with lots of locals in traditional costume doing photo shoots in preparation for LNY 3 weeks away… not much to see and peace is disturbed by crowds. The historical section was nice to see that the temple has been used for various intents over the centuries. But the actual place is in need of maintenance (paint, repair…)"
Thư Phạm,Temple Of Literature,1,The staff had a bad attitude and insisted that I buy a ticket even though I was under 16.
Quach Huong Giang,Temple Of Literature,1,"The ticket seller on the afternoon of January 17th, the female wearing glasses, was so arrogant with the customers. When visiting the relic site, she scolded the customers like a child. The relic site is beautiful, civilized, and solemn, but the staff should be reviewed."
makl ke toan,Temple Of Literature,1,"The ticket price is too high, 70,000 VND is extremely expensive. This price has increased from 25,000 VND. In addition, there is trash everywhere inside. Too crowded, it is useless to go in, you can't visit anything. In general, Hanoi does tourism extremely badly compared to Ninh Binh, Ha Long, Nha Trang, Da Nang...etc. Hanoi only has a main airport so foreign tourists are forced to come, but I think Hanoi is not worth visiting, traffic jams are extremely serious, costs are expensive, environmental pollution is terrible..."
meiling chan,Temple Of Literature,1,Poor management. The girl sells the tickets and manages the audio devices yell at the tourists and doesn't know what they are doing. Especially the one for audio devices. She was rude. Take a long time to do small things. How come the people are so rude and work in the temple of literature.
Vivien FONTVIEILLE,Temple Of Literature,1,"According to European law, people with severe disabilities, including profound deafness, must be granted free or adapted access to cultural and tourist sites. However, at the Temple of Literature in Hanoi, free access was denied to us on the pretext that most tours rely on audio headsets, which excludes us. Instead of granting free entry, the staff imposed a reduced fee. Worse still, the reception and security personnel behaved aggressively to force us out. Shocked by the situation, some hearing visitors tried to defend us, but it made no difference. This is shameful, as deaf people are recognized as having a severe disability under European law. 🤷🏼‍♂️😬"
Nguyễn Tiểu Thư,Temple Of Literature,1,"I find it not as nice and clean as advertised, the cost is also a bit high"
Kiều Vân,Temple Of Literature,1,"The experience was so bad, guests came to the restroom but were not allowed to change clothes, while according to the rules of the Temple of Literature, changing clothes in the restroom is NOT prohibited, the attitude of the cleaning staff was disrespectful to guests, saying ""if you come in to change, you will be charged 50k""; ""go out to let guests in"" is it discriminating between foreign guests and our guests, the ticket price is the same, but they did not receive respect, so disappointing!"
son duong,Temple Of Literature,1,High ticket prices but no conservation. Even Vietnamese people have to think twice about entering. Noisy and messy. Disruptive advertising displays.
Hương Lương,Temple Of Literature,1,Historical relics remain intact
Đức Lê,Temple Of Literature,1,"The experience was so bad on the first day of the new year, when I went to buy paper to ask for calligraphy, the staff forced me to buy expensive paper without telling me that the cheap paper was fake and took 200. I saw the paper was defective and changed it the first time, the attitude was bad, I wanted to ask if I could exchange or return anything, but they told me to return the money, I kept changing it, kept demanding."
Tường Vi,Temple Of Literature,1,"Staff attitude towards customers, collect parking fee even though the card says free"
Nguyễn Tuấn Dũng,Temple Of Literature,1,"Those arrogant security guards made us go all the way around the back gate, which was way too far, when we could just go through the front gate to get to the parking lot."
Loan Loan thanh,Temple Of Literature,1,"This was actually my first time visiting the Temple of Literature. We deeply respect this place and cherish our country's traditional culture. However, the place is quite large, and when buying tickets, we weren't reminded or seen any signs indicating that we shouldn't return to the main gate to leave. We politely asked the security guard at the main gate, ""Excuse me, sir, which way is the exit?"" He responded with an extremely rude remark: ""What grade are you in that you can't read the signs?"" along with a very condescending attitude. If we had been other tourists at the time, I wouldn't dare comment here, probably because we interrupted his conversation with his colleagues 😞. I think part of the fault lies with us for not seeing the signs, but the security guard's attitude was truly disappointing 😞😞😞. My first trip to Hanoi made me feel quite apprehensive 😨"
Sabrina Kaczorek,Temple Of Literature,1,"The Temple of Literature itself is beautiful, but the woman at the ticket counter tried to give me two 10,000 k notes instead of two 100,000 k notes, because she probably thought I wouldn't notice because the notes look very similar. When I noticed and pointed it out to her colleague, he gave me the right notes but didn't apologize. I don't even want to know how many tourists this happens to every day but don't notice. Very rude behavior, which is why I wouldn't visit the temple again"
osker lerler,Temple Of Literature,1,"Beware of pick pockets at this place. Outside from this place there is some one who selling souvenir over here who pick my pockets ! There 2 women and one man who pick my pockets ! They like forcing me to buy something with them. Then while I try to just buy one, I open my bag for money then they're hand put directly into my bags and drag. After drag I have gone 1 of the 500000.00 Vietnam money! Bad country image. Shame for the peoples of the country! Is my first visit after landing ! Maybe I will go back to this place again after few days to get the photo of the three person, and upload here!"
Niels,Temple Of Literature,1,"The lady at the ticket counter returned us 100.000 VND too little our for entrance ticket fees. When counting our money afterwards, we went back to the entrance and were quickly given our additional money (even before us making the complaint)... Make sure to count your money! Temple itself was worth the visit."
Mukul,Temple Of Literature,1,Avoid it nothing in the small garden..... Total waste of time and money
Ravi Rahul,Temple Of Literature,1,"Iconic place.  😥 Beware of the old lady at the gift shop. I lost 500k vnd because she didn't let me double-check.  I bought a total of 11 key chains and 3 magnets for 270k at the gift shop.  It's a cash only place and while counting my money, 2x100k, 2x10k and 1x500k instead of 50k, while I was checking my money but the old lady at the shop snatched the money. If you're a tourist, please be careful while doing cash transactions with not so nice cashiers like this.  TL;DR - Lost 500k vnd instead of 50k note because cashier lady rushed and snatched it before we could double check."
Duy Trần Đình,Temple Of Literature,1,"In the old days, visiting the Temple of Literature was free, but now it costs 30,000 VND per ticket. It's ridiculously expensive. Ugh!"
Akaris W,Temple Of Literature,1,"It is old and shabby, and many buildings are not open to the public. And the fee is 70,000 vnd per person. There are Chinese characters all over the plaques."
Vietnam Motorbike Tours Off Road,Temple Of Literature,1,"This should be free for Vietnamese citizens to encourage Vietnamese to visit. My family visited the day after Tet in 2018 and found it too messy and not really what I knew. We live in Hanoi but my previous visit was over 10 years ago. It now changes in a negative way, feel sad :("
John Tacon,Temple Of Literature,1,"An old religious site transformed into another souvenir selling, entrance fee charging tourist venue. If you want tranquillity, head out to the mountain top temples in Ba Vi National Park."
huy pham,Temple Of Literature,1,"The restroom doesn't allow changing clothes. As soon as I entered, I was kicked out."
Arpita Choudhary,Temple Of Literature,1,Place might be good to go but attitude of locals and security guards is real bad.. people of Hanoi are very arrogant when comes to service to tourists. Faced it at multiple places and multiple times.. and many people have complained about it..
Thị Hà Đỗ,Temple Of Literature,1,The street vendors at the gate had a very bad attitude.
Minh Duc Ngo,Temple Of Literature,1,"I brought my daughter here to prepare for the exam. As a result, she passed grade 12 and got high scores to enter university."
丁禹兮,Temple Of Literature,1,"Poor service, unacceptable attitude towards customers Poor service, unacceptable attitude towards customers"
Yuu Kanda,Temple Of Literature,1,"Lack of information about entrance area. I bought ticket as usual but only be able to visit the outer space, since they hold a ceremony inside without any inform to visitors."
dung le,Temple Of Literature,1,"I am a graduate of the National School of Education, class of the final exam, full name: Tran Tuan Duy Van. The last name on the cover is mine."
Richard Schneider,Temple Of Literature,1,"Check your change when you purchase a ticket, the attendant in the booth blatantly tried to rip me off.  As for the experience, it’s a nice way to kill 15 minutes."
Hoàng Thắng,Temple Of Literature,1,The staff were dishonest and unenthusiastic. I left my original charger and cable in there and they were lost. Disappointing.
KimTuyến Nguyễn Thị,Temple Of Literature,1,needs
宋亚轩,Temple Of Literature,1,"Poor service, unacceptable attitude towards customers"
Phạm Quốc Anh,Temple Of Literature,1,Current ticket price increased from 30k to 70k
Trần Minh Hoàng,Temple Of Literature,1,"If relics only focus on collecting money, culture will not be popularized."
Trang Đoàn Hà,Temple Of Literature,1,"The security guard issued a ticket with a price of 5k/ticket, but collected 10k upon exit."
Matthew,Temple Of Literature,1,"Nice place, but I was short changed by 120,000 Dong (£4). Went and complained and they just pretended to not understand me."
Cafe Đắng 2,Temple Of Literature,1,Temple of Literature - National University. A prominent tourist destination for young people to visit.
Hải Đại,Temple Of Literature,1,"It has been recently renovated, so it doesn't feel like visiting the imperial city of Hue anymore."
Thuỷ Phạm,Temple Of Literature,1,It is a historical site and a cultural landmark of the entire country of Vietnam!
Dinh Trung,Temple Of Literature,1,No credit card payment. Payment to private account at the gate.
Đặng phương thi 9a4,Temple Of Literature,1,The ticket inspector is bald as a rock.
Hoàng Nguyễn,Temple Of Literature,1,Very happy
Nam Nguyen,Temple Of Literature,1,I left today and I really enjoyed meeting the teacher.
Austin,Temple Of Literature,1,Meh. Nothing to see here at all and still need to pay for an entrance fees. Totally ripped off.
Colin Tan,Temple Of Literature,1,"If you come from any other parts of Asia that has Chinese Temples, this is nothing spectacular. Don't waste your time."
Akshay Aravind,Temple Of Literature,1,Super crowded and not really worth the visit
Trí Lê,Temple Of Literature,1,The bald ticket seller 😡😡😡
Gallant Nhiên,Temple Of Literature,1,I couldn't find my name on the stone stele.
Rèm dũng phương,Temple Of Literature,1,People are not yet aware of the need to protect historical sites.
Shilpa Sriram,Temple Of Literature,1,Traveled from far to visit this but security didnot let us . May be expats restrictions...
L T,Temple Of Literature,1,Overrated... just normal temple you can see anywhere
NguyenDoan Minh,Temple Of Literature,1,"each meter square 10 thief, be careful with cellphone, camera, pocket, watch"
Đức Lê,Temple Of Literature,1,It's very beautiful.
vu huy dung,Temple Of Literature,1,"It's so boring, there's nothing to see."
Cường Đào Minh,Temple Of Literature,1,There are only Confucius there.
dung trần,Temple Of Literature,1,Normal
Thảo Trần,Temple Of Literature,1,"poor service, unacceptable attitude towards customers"
Jacob Lomas,Temple Of Literature,1,"Rammed with people on photoshoots, give it a skip"
Ron Prasad,Temple Of Literature,1,How do I get out lmao
Tuấn Dũng,Temple Of Literature,1,How do you know?
Lam Chuvan,Temple Of Literature,1,Beautiful. Come closer.
Nguyen Nguyenxuan,Temple Of Literature,1,The map is just bad.
Khanh Bui,Temple Of Literature,1,Service staff so bad
Heng Sokpheap,Temple Of Literature,1,Great place...
Marilyn Dcruz,Temple Of Literature,1,Closed today
Benjamin Fung,Temple Of Literature,1,Nothing to see
신광수,Temple Of Literature,1,disappointed
Paul Madden,Temple Of Literature,1,Got pickpocketed whilst in the queue. Temple very nice otherwise. Obviously not all who visit are 100% honest.
Paco Pla Cortes,Temple Of Literature,1,The Temple of Literature is a former university. A very simple temple. The gate is the symbol of the city.
Billy Chan (Billy0512),Temple Of Literature,1,"A tourist attraction that is not worth visiting. There are not many exhibits, the place is not very beautiful, and the fee is expensive."
Kosaki Misamaki,Temple Of Literature,1,"Honestly, I was bored and there are much better places that are cheaper haha ​​I don't recommend going here, but if you're interested, go ahead."
何嘉仁,Temple Of Literature,1,"This is somewhat deceptive to foreign customers; please be careful if you're considering writing this.  Vietnamese people receive two 100,000 VND bills. Foreigners receive two 200,000 VND bills. The number of characters is the same..."
Marta Mussoni,Temple Of Literature,1,I couldn't get in. Too many people.
John Anthony,Temple Of Literature,1,"A very uninteresting place, especially for 70,000 dong."
Abenteuer Lust,Temple Of Literature,1,"Far too overpriced compared to the other sights. And really not worth seeing. A few old stone tablets, a small room with explanatory panels, and otherwise just four statues…"
Galaxy Cho,Temple Of Literature,1,"Please spend some money on a Korean guide and have a professional re-record it. It's one of the representative places in Hanoi, but it's hard to concentrate because it sounds like a middle school student reading it in Korean class. 😂😂 …"
j후렴왕,Temple Of Literature,1,"The Google Maps map is strangely misleading, but the entrance is on the south side (the bottom, the side is the exit/can't be entered through the exit). I tried to circle around here, but my wife beat me to it. I managed to coax her in, but honestly, there wasn't much to see or feel. The sunlight was shining down, so I took the elevator. I recommend simply avoiding the Confucian Shrine and the Imperial Palace."
Iñaki Aborruza González,Temple Of Literature,1,"Year 2025 and you can't pay by credit card, incredible."
Алексей Наймушин,Temple Of Literature,1,"They don't accept card payments. The cashier said ""sorry,"" as if her apology would help me withdraw local currency from my card on the weekend! I'll have to come back again."
줄앤짐(강상보),Temple Of Literature,1,"Beware of pickpockets. About 500,000 won, which I had put in my sling bag after buying my entrance ticket, disappeared. I was supposed to wear the sling bag on my front, but I ended up wearing it on my back... This has nothing to do with the Confucian Temple, but... ㅠㅠ This ruined my mood and ruined my entire day."
Mikel Hernando,Temple Of Literature,1,"The ticket seller at the entrance tries to scam you out of 100,000 VND. A highly recommended place to visit."
mary fabi,Temple Of Literature,1,I didn't find anything worth watching; it was a waste of time.
파송송계란탕,Temple Of Literature,1,"There's nothing to see. There are just a ton of Buddha statues. If you're staying in Hanoi for a while, only visit when you're running low on tourist attractions."
ciotti federico,Temple Of Literature,1,"It is not possible to pay by card, what a poor service."
김수연,Temple Of Literature,1,There's no need to go out of your way to find it. The entire interior is clean and tidy.
klil laytter,Temple Of Literature,1,"It's really boring and hot, you can't see anything there."
Hemi Shuvali,Temple Of Literature,1,Completely unnecessary
SEUNG HYUN KIM,Temple Of Literature,1,There's nothing to see
Magalie Racineau,Temple Of Literature,1,"The staff at the entrance were very unpleasant, spoke rudely and pushed us."
Joaquin Casá,Temple Of Literature,1,"Nothing to see, terrible"
남Detective Kwon,Temple Of Literature,1,A service that sends you an invoice even if you don't purchase anything
신동우,Temple Of Literature,1,Comparing Sungkyunkwan and Gongmyo in Korea.
Nicolas DIDAVI,Temple Of Literature,1,I would like to have illustrated French literature
Joro,Temple Of Literature,1,Boring and indifferent
小林秀年,Temple Of Literature,1,The highest institution of learning!
Tinky,Temple Of Literature,1,Like any other temple. Nothing extraordinary. It Was part of our tour but I would not have put this on a bucket list.
Hyun Won Chan,Temple Of Literature,1,"Unfortunately, I went all the way to the entrance, but they closed early that day due to the coronavirus, so I had to turn back disappointed. I plan to visit next time I come back..."
Amazigh17,Temple Of Literature,1,"Nam, our guide, is a wonderful person, endearing and passionate about her country. Her words are full of meaning, her gestures are patriotic, and we listened intently. The history of this temple is captivating, and Nam's commentary kept us enthralled. I loved this place of cultural richness! Thank you, Nam, and thank you, Camille, our contact at Paris Terre d'Aventure, who gave us such a warm welcome, provided us with information, and offered us excellent advice!"
Dave L,Temple Of Literature,1,"We saw several temples on our visit, but this one fell a little flat. It is obviously a special place to the locals."
tinkerbell539,Temple Of Literature,1,"There isn't much to see at all, we were in and out within 20 minutes. I wouldn't recommend wasting your time."
Chigi,Temple Of Literature,1,"It's already closed at 5:00 PM... damn. It's impossible to be there in the heat anyway. Judging by the view from behind the fence, it's not bad there."
Niranjana C,Temple Of Literature,1,Good Tempal and very nice location of souranding it is historic place and gets good knowledge about this tample
Alianitica,Temple Of Literature,1,"A place that looks abandoned. Entry costs nearly a dollar when it should be free given how unappealing it is. Compared to other Asian cities like Bangkok, Hanoi has very few places and monuments to visit."
David Q,Temple Of Literature,1,"A very important place for this country, but visiting is a full-on snorezone - not much to see but old stone tablets, replica figures, and some greenspace.  This many be better explored through reading the history through a book."
Mauricio C,Temple Of Literature,1,I really didn't like it.
Eric,Temple Of Literature,1,It is the first university of Vietnam founded during ancient time by early dynasty and with a lot of influence of Confucius of China.The building layout is rectangular in shape and the entrance is from the South which you primary with some courtyards and all ancient tablets to commemorate the successful student. A good place to visit and understand some ancient history of Vietnam.
LORD,Temple Of Literature,1,"There is really nothing to see. They say it is a Confucius shrine, but it means absolutely nothing to us. It isn't even being properly maintained."
tanjaaufreisen,Temple Of Literature,1,"A somewhat secluded temple where the writings of Confucius are on display. Entry is inexpensive. Unfortunately, it was very crowded as students were celebrating their graduation. In my opinion, not really worth it; there are much more beautiful and contemplative temples."
Robert,Temple Of Literature,1,The lady at the ticket counter gave us the wrong change several times – be sure to count it!
DebraM,Temple Of Literature,1,It's lively peaceful gardens with a gift shop and some turtle scriptures  just not sure what all the hype is about.
Joyful1025,Temple Of Literature,1,Very interesting places worthy of visit. Should i have opportunity to come back again i will truly come back enjoin my daughters to come too.  Thanks Hanoi!!!
Sue B,Temple Of Literature,1,A beautiful and serene garden and ancient buildings in the heart of Hanoi. We were lucky to be approached by two people who wanted to be our guides for free so they could improve their English and the were extremely knowledgeable about Confucianism. It is a relic of an ancient past when the buildings housed the first university and was dedicated to learning and recognizing the achievements  of its alumni. It's still used as a functioning temple and is worth visiting for the garden and sense of peace in a crazy busy city.
Rodolfomeloni,Temple Of Literature,1,A site of extraordinary interest for gaining an understanding of Vietnamese culture and history.
Red blush,Temple Of Literature,1,"It's listed in guidebooks and is a standard tourist destination, but it's only worth visiting once if you're a scholar interested in Vietnamese history. I"
KYUNGMOK L,Temple Of Literature,1,It is a fairly large Hyanggyo in Korean terms.
EbebPL,Temple Of Literature,1,"As in the title, I totally don't get why is everyone saying that this place is a must-see in Hanoi. You pay for the ticket just to get into a small park with some pools, trees and a temple which is not especially beauty or interesting. Not worthy paying to see it especially if you've seen any other temples."
Snorlax Without,Temple Of Literature,1,"This place is beautify and worth a visit.We took a trishaw ride here, we agreed on 50,000 VND. After we arrived here, the trishaw driver said one person is 50,000 VND and asked for 100,000 VND because there are two of us!The trishaw drivers in Hanoi tend to ask for prices that are two or three times that of a taxi ride. Beware of trishaw cheats!!! The taxi fare from one tourist spot to another one is usually less than 100,000 VND. Do not take small taxis, they are usually run by cheats with rigged taxi meters. A short trip from Ho Chi Ming Mausoleum to the Hanoi Opera House cost me 485,000 VND! It should only be about 100,000 VND according to my estimate. I was later advised by my hotel staff to avoid taking these taxis run by cheats and criminals."
etail2014,Temple Of Literature,1,"The place is very touristy with lots of souvenir shops, there is no feeling of an authentic place and what is there is not particularly impressive. Only come if you are nearby and there is nothing to do at all"
Edward,Temple Of Literature,1,"For those who have traveled to the Greater China region, there's nothing particularly new here."
Seonghyeon Yu,Temple Of Literature,1,"You should pay get in it, even using their toillet.Not good for price andeven if it were free, it would be the same.I hope you not to get here. Not good, also there is nothing to enjoy arount it."
BrockDaBadger,Temple Of Literature,1,"I'm sorry, but I did not find this temple that attractive.  It was crowded and after having visited other temples in Hanoi, Hue and Ho Chi Minh City this place did not even compare.  Yes, there is a lot of history associated with the temple, but I just didn't find it that great."
Philip N,Temple Of Literature,1,"We got out of the Tran Quoc Pagodaand this taxi guy zeroed in on usHe was a sweet talker, very smooth and offered his taxi serviceWe got in and he rode us around town pointed out interesting landmark and sweet talking the whole timeHe mentioned this was peak commute time so the rate was extra!!!We later on found out this was bogusSo the most expensive taxi from Tran Quoc Pagoda to Temple of Literature was 500000 dong ($20)We only realized the scam after the fact so we did not get his picture or anything to show the authorityThis guy was actively talking to tourists to use his serviceWatch out"
hong20152015,Temple Of Literature,1,"It really is just a largish, not wholly kempt compound with a central courtyard, a temple, some steles that can only be understood if you know Vietnamese, and a smattering of souvenir stores.  There are far more architecturally interesting things to see in Hanoi, to justify the trek out to Van Mieu just for a stroll through a dusty compound.  It may have historical significant, but you can't quite experience it when visiting.  One way to have a more interesting visit is to come on a weekend or holiday, when the locals descent upon Van Mieu with great enthusiasm.  It's interesting to watch graduation parties and wedding couples, and that's about it."
j_onne2,Temple Of Literature,1,"According to our travel guide, this was supposed to be one of the most beautiful buildings in Hanoi, but we actually don't really understand why. It isn't very big, nor is it particularly special. It's fine for a quick walk around, but if you don't have much time, you might as well skip it."
happy_hh,Temple Of Literature,1,"There is actually not all that much to do as far as tourist attractions compared to most capital cities. The lady on the gate taking our money did not give the correct change and when we went back and questioned her she had the right change waiting without question so obviously just trying her luck with silly tourists.  While we were there, there were students receiving certificates and in graduation gowns that had apparently travelled many hours to gain this photo opportunity. It's the origin of education and has a deep history in such. You'll only need an hour or two to see it all. Avoid the tuk tuk drivers as they will try to rip you off upon arriving at your destination. Ours quoted ( and it was more expensive than a taxi) but we agreed for the experience. Upon arrival he said that was per person. So x2."
Irritable,Temple Of Literature,1,Feel free to ignore all advice I've ever given but not this! It is hell on a Sunday with billions of selfie obsessed locals and tourists getting in each other's way and completely destroying any ambiance of tranquility and intellect. My worst 2 hours in 5 weeks in Vietnam. You have been warned.
John M,Temple Of Literature,1,It was a harrowing walk there from the old quarter. The motor scooters have no respect for the sidewalks. Had to pay to get in there too. Architecture was good but you can see other temples for free in the old quarter. Great walk though. Always great walking around.
Flip S,Temple Of Literature,1,"For the Vietnamese this is a homage to Confucius. For us tourists this is a place with rather mediocre buildings and artifacts. Even the bonsai are so much less than so many other places, where they don't charge you a 40.000 VND."
happy12340987,Temple Of Literature,1,"Did the museums and temples today every one didnt give me the right change but this one the temple of Literature was the worst, here in hanoi. I wiated for my change and she  very quickly gave me a load of small notes and when i checked i was out 100,000 dong i still stood there waiting ,but got ignored.You would have thought the staff would be checked and stopped this practice."
Mathieu C,Temple Of Literature,1,"Not sure it's worth the trip... the green spaces aren't very well maintained, the souvenir shops are really cheap, and besides, if you're not paying close attention, you'll miss half the visit!"
DanieldSpain,Temple Of Literature,1,"I think there are much better things to see in Vietnam. Honestly, any European town has more charm and more to offer. Disappointing on every level."
LSUI,Temple Of Literature,1,I am a Chinese Singaporean and I think this temple is too small and not much history to visit. The ticket lady cashier  cheated us the entrance fee by giving less changes of money as We are not familiar to use Dong currency.  Please check your change properly as the q is quite long and hot while waiting. I didn't take photo as I find a lot more better and pretty temple in most asia country.
Beverly Y,Temple Of Literature,1,"Of all the itineraries we did in Hanoi during our 6 days stay, this is the worse place we came across. People taking a dump on the grass, guys peeing on the gates, all these disgusting things we have to witness kinda spoilt our day at this historical temple. It kinda shows how the locals ""respect"" this place. It would be nice if they maintained the little pond. All u really see are tourist. Nothing authentic, no feeling of serenity etc. waste of time."
Kevin T,Temple Of Literature,1,"Well restored and maintained.  Great insight into the Chinese influence on Northern Vietnam -in respect to religion, culture and architecture."
king,Temple Of Literature,1,nothing to see here except the poem written on a turtle back. Some local student took their convocation photo here.
Liliia ZZ,Temple Of Literature,1,"Extremely boring attraction and if you add extremely hot weather you`ll get my view of this attraction. Absolutely identical to any temple in Vietnam or Cambodia ""Temple of Literature & National Unicersity"" alas has no sense to visit if you have already been to one of those temples. You`d better save oat least one-hour time to stroll around to the wonderfull tiny streets in the old city centre."
BearnaisParisian,Temple Of Literature,1,"If you want to visit temples, do it in central Vietnam, China, or Thailand. There's nothing particularly old or interesting here. A few stelae and stone sculptures, a slightly more interesting wooden building at the back, but it's quite empty, recently built, crowded, and in a neighborhood where there's nothing to see or do."
CompassWhistle,Temple Of Literature,1,"My iPhone was pick-pocketed in front of the altar at this temple yesterday. When I realized it was missing, the staff at the booth that sells tickets refused to help me in any way and even waved me aside as I was talking to them in tears.According to staff members and other visitors, pick-pockets are rampant at this location -- so much so that it makes me wonder if the staff invites them in and then takes a cut (like everyone else in this country) from the sale of the goods. We went to our hotel for help, and the staff there said we had to pay $15 to the corrupt police force just to get them to look at our report (we don't expect to get the phone back, but we need the report for insurance purposes). Not sure if this money even went to the police -- or just into the pockets of the hotel staff. Very upset with the people of Hanoi right now. It seems like everything is a scam."
